+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                               ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|\gen_outp_blk:0:outp_blk                                                                                                                                              ; 41    ; 0              ; 22           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|u0_m0_wo0_cma0_delay                                                                                                                                        ; 41    ; 1              ; 2            ; 1              ; 38     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|d_u0_m0_wo0_compute_q_13                                                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|d_u0_m0_wo0_compute_q_14                                                                                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|u0_m0_wo0_wi0_r0_memr0_dmem|auto_generated|altsyncram1                                                                                                      ; 38    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|u0_m0_wo0_wi0_r0_memr0_dmem|auto_generated                                                                                                                  ; 38    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|d_in0_m0_wi0_wo0_assign_id1_q_13                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|d_xIn_0_13_mem_dmem|auto_generated|altsyncram1                                                                                                              ; 31    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; radio_1|trx_1|ddc_fir2_1|ddc_fir2_inst|ddc_fir2_0002_ast_inst|hpfircore|d_xIn_0_13_mem_dmem|auto_generated                                                                                                                          ; 31    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
